date,holiday,event,value
2020-05-27,0,0,3344.0
2020-05-28,0,0,3665.0
2020-05-29,0,0,3571.0
2020-05-30,1,0,2090.0
2020-05-31,1,0,2009.0
2020-06-01,0,0,3745.0
2020-06-02,0,0,3455.0
2020-06-03,0,0,3582.0
2020-06-04,0,0,3256.0
2020-06-05,0,0,3555.0
2020-06-06,1,0,1992.0
2020-06-07,1,0,1789.0
2020-06-08,0,0,3799.0
2020-06-09,0,0,3457.0
2020-06-10,0,1,4233.0
2020-06-11,0,1,4124.0
2020-06-12,0,0,3669.0
2020-06-13,1,0,1921.0
2020-06-14,1,0,1972.0
2020-06-15,0,0,4090.0
2020-06-16,0,0,3863.0
2020-06-17,0,0,3302.0
2020-06-18,0,0,3357.0
2020-06-19,0,0,3494.0
2020-06-20,1,0,1953.0
2020-06-21,1,0,2035.0
2020-06-22,0,0,3505.0
2020-06-23,0,0,3538.0
2020-06-24,0,0,3737.0
2020-06-25,0,0,3998.0
2020-06-26,0,0,3675.0
2020-06-27,1,0,2112.0
2020-06-28,1,0,1967.0
2020-06-29,0,0,3868.0
2020-06-30,0,0,3480.0
2020-07-01,0,0,3967.0
2020-07-02,0,0,3357.0
2020-07-03,0,0,3768.0
2020-07-04,1,0,2018.0
2020-07-05,1,0,1828.0
2020-07-06,0,0,4015.0
2020-07-07,0,0,3897.0
2020-07-08,0,0,3771.0
2020-07-09,0,0,3567.0
2020-07-10,0,1,4059.0
2020-07-11,1,0,1991.0
2020-07-12,1,0,1966.0
2020-07-13,0,1,4725.0
2020-07-14,0,0,
2020-07-15,0,0,3946.0
2020-07-16,0,0,3981.0
2020-07-17,0,0,3999.0
2020-07-18,1,0,1954.0
2020-07-19,1,0,1959.0
2020-07-20,0,0,3970.0
2020-07-21,0,0,3727.0
2020-07-22,0,0,3726.0
2020-07-23,0,0,3711.0
2020-07-24,0,0,3980.0
2020-07-25,1,0,2161.0
2020-07-26,1,0,1893.0
2020-07-27,0,0,3867.0
2020-07-28,0,0,3963.0
2020-07-29,0,0,3769.0
2020-07-30,0,0,3469.0
2020-07-31,0,0,3785.0
2020-08-01,1,0,2194.0
2020-08-02,1,0,1987.0
2020-08-03,0,0,4016.0
2020-08-04,0,0,3343.0
2020-08-05,0,0,3686.0
2020-08-06,0,0,3446.0
2020-08-07,0,0,3744.0
2020-08-08,1,0,1932.0
2020-08-09,1,0,2035.0
2020-08-10,0,1,4504.0
2020-08-11,0,1,4260.0
2020-08-12,0,0,3724.0
2020-08-13,0,0,3930.0
2020-08-14,0,0,3645.0
2020-08-15,1,0,2003.0
2020-08-16,1,0,1976.0
2020-08-17,1,0,2252.0
2020-08-18,0,0,3936.0
2020-08-19,0,0,4155.0
2020-08-20,0,0,4010.0
2020-08-21,0,0,4058.0
2020-08-22,1,0,2199.0
2020-08-23,1,0,1837.0
2020-08-24,0,0,3966.0
2020-08-25,0,0,3740.0
2020-08-26,0,0,3865.0
2020-08-27,0,0,3787.0
2020-08-28,0,0,3858.0
2020-08-29,1,0,1894.0
2020-08-30,1,0,2070.0
2020-08-31,0,0,4055.0
2020-09-01,0,0,3691.0
2020-09-02,0,0,3741.0
2020-09-03,0,0,3461.0
2020-09-04,0,0,3423.0
2020-09-05,1,0,1993.0
2020-09-06,1,0,1866.0
2020-09-07,0,0,3821.0
2020-09-08,0,0,3791.0
2020-09-09,0,0,3823.0
2020-09-10,0,1,4308.0
2020-09-11,0,1,4496.0
2020-09-12,1,0,2118.0
2020-09-13,1,0,2030.0
2020-09-14,0,0,3677.0
2020-09-15,0,0,3627.0
2020-09-16,0,0,3865.0
2020-09-17,0,0,3869.0
2020-09-18,0,0,3946.0
2020-09-19,1,0,2133.0
2020-09-20,1,0,1948.0
2020-09-21,0,0,3735.0
2020-09-22,0,0,3432.0
2020-09-23,0,0,3830.0
2020-09-24,0,0,3801.0
2020-09-25,0,0,3658.0
2020-09-26,1,0,2010.0
2020-09-27,1,0,1999.0
2020-09-28,0,0,3855.0
2020-09-29,0,0,3812.0
2020-09-30,1,0,2100.0
2020-10-01,1,0,1815.0
2020-10-02,1,0,1976.0
2020-10-03,1,0,2002.0
2020-10-04,1,0,1953.0
2020-10-05,0,0,4261.0
2020-10-06,0,0,4109.0
2020-10-07,0,0,3779.0
2020-10-08,0,0,3551.0
2020-10-09,1,0,2123.0
2020-10-10,1,0,2051.0
2020-10-11,1,0,2006.0
2020-10-12,0,1,4488.0
2020-10-13,0,1,4372.0
2020-10-14,0,0,3544.0
2020-10-15,0,0,3955.0
2020-10-16,0,0,3868.0
2020-10-17,1,0,2103.0
2020-10-18,1,0,1915.0
2020-10-19,0,0,4033.0
2020-10-20,0,0,3571.0
2020-10-21,0,0,4123.0
2020-10-22,0,0,3649.0
2020-10-23,0,0,3933.0
2020-10-24,1,0,2186.0
2020-10-25,1,0,2228.0
2020-10-26,0,0,3838.0
2020-10-27,0,0,3680.0
2020-10-28,0,0,3825.0
2020-10-29,0,0,4045.0
2020-10-30,0,0,3980.0
2020-10-31,1,0,2315.0
2020-11-01,1,0,2068.0
2020-11-02,0,0,4450.0
2020-11-03,0,0,3716.0
2020-11-04,0,0,3698.0
2020-11-05,0,0,4156.0
2020-11-06,0,0,4258.0
2020-11-07,1,0,2385.0
2020-11-08,1,0,2201.0
2020-11-09,0,0,4364.0
2020-11-10,0,1,4260.0
2020-11-11,0,1,4657.0
2020-11-12,0,0,3801.0
2020-11-13,0,0,4135.0
2020-11-14,1,0,2133.0
2020-11-15,1,0,1992.0
2020-11-16,0,0,4272.0
2020-11-17,0,0,3798.0
2020-11-18,0,0,3805.0
2020-11-19,0,0,3857.0
2020-11-20,0,0,4040.0
2020-11-21,1,0,2137.0
2020-11-22,1,0,2012.0
2020-11-23,0,0,3895.0
2020-11-24,0,0,3734.0
2020-11-25,0,0,4245.0
2020-11-26,0,0,3627.0
2020-11-27,0,0,3701.0
2020-11-28,1,0,2174.0
2020-11-29,1,0,2134.0
2020-11-30,0,0,4053.0
2020-12-01,0,0,4290.0
2020-12-02,0,0,3825.0
2020-12-03,0,0,4029.0
2020-12-04,0,0,3693.0
2020-12-05,1,0,2155.0
2020-12-06,1,0,2164.0
2020-12-07,0,0,4105.0
2020-12-08,0,0,3938.0
2020-12-09,0,0,3948.0
2020-12-10,0,1,4541.0
2020-12-11,0,1,4735.0
2020-12-12,1,0,2094.0
2020-12-13,1,0,1981.0
2020-12-14,0,0,4191.0
2020-12-15,0,0,3756.0
2020-12-16,0,0,3810.0
2020-12-17,0,0,4071.0
2020-12-18,0,0,3670.0
2020-12-19,1,0,1804.0
2020-12-20,1,0,1932.0
2020-12-21,0,0,3994.0
2020-12-22,0,0,4038.0
2020-12-23,0,0,4007.0
2020-12-24,0,0,4115.0
2020-12-25,1,0,1879.0
2020-12-26,1,0,1939.0
2020-12-27,1,0,2044.0
2020-12-28,0,0,4089.0
2020-12-29,0,0,4158.0
2020-12-30,0,0,3843.0
2020-12-31,0,0,3624.0
2021-01-01,1,0,1969.0
2021-01-02,1,0,1993.0
2021-01-03,1,0,1968.0
2021-01-04,0,0,4206.0
2021-01-05,0,0,3938.0
2021-01-06,0,0,4244.0
2021-01-07,0,0,3788.0
2021-01-08,0,0,4165.0
2021-01-09,1,0,2050.0
2021-01-10,1,0,2039.0
2021-01-11,0,1,5177.0
2021-01-12,0,1,4656.0
2021-01-13,0,0,4125.0
2021-01-14,0,0,3851.0
2021-01-15,0,0,3942.0
2021-01-16,1,0,1871.0
2021-01-17,1,0,1993.0
2021-01-18,0,0,4184.0
2021-01-19,0,0,4342.0
2021-01-20,0,0,4058.0
2021-01-21,0,0,4159.0
2021-01-22,0,0,4218.0
2021-01-23,1,0,2109.0
2021-01-24,1,0,2035.0
2021-01-25,0,0,4731.0
2021-01-26,0,0,4122.0
2021-01-27,0,0,4147.0
2021-01-28,0,0,3714.0
2021-01-29,0,0,3757.0
2021-01-30,1,0,2107.0
2021-01-31,1,0,2001.0
2021-02-01,0,0,4388.0
2021-02-02,0,0,3946.0
2021-02-03,0,0,3697.0
2021-02-04,0,0,3670.0
2021-02-05,0,0,3716.0
2021-02-06,1,0,2140.0
2021-02-07,1,0,
2021-02-08,0,0,4481.0
2021-02-09,0,0,4125.0
2021-02-10,0,1,4325.0
2021-02-11,1,0,1958.0
2021-02-12,1,0,1893.0
2021-02-13,1,0,1869.0
2021-02-14,1,0,1896.0
2021-02-15,0,1,5070.0
2021-02-16,0,0,4425.0
2021-02-17,0,0,4167.0
2021-02-18,0,0,3905.0
2021-02-19,0,0,4188.0
2021-02-20,1,0,1975.0
2021-02-21,1,0,1989.0
2021-02-22,0,0,4605.0
2021-02-23,0,0,4125.0
2021-02-24,0,0,3885.0
2021-02-25,0,0,3887.0
2021-02-26,0,0,4007.0
2021-02-27,1,0,2097.0
2021-02-28,1,0,2048.0
2021-03-01,1,0,1846.0
2021-03-02,0,0,4571.0
2021-03-03,0,0,4386.0
2021-03-04,0,0,3787.0
2021-03-05,0,0,4088.0
2021-03-06,1,0,1978.0
2021-03-07,1,0,2130.0
2021-03-08,0,0,4466.0
2021-03-09,0,0,4315.0
2021-03-10,0,1,4464.0
2021-03-11,0,1,4582.0
2021-03-12,0,0,4254.0
2021-03-13,1,0,1946.0
2021-03-14,1,0,1934.0
2021-03-15,0,0,4134.0
2021-03-16,0,0,3854.0
2021-03-17,0,0,4279.0
2021-03-18,0,0,4173.0
2021-03-19,0,0,3971.0
2021-03-20,1,0,1962.0
2021-03-21,1,0,2044.0
2021-03-22,0,0,4123.0
2021-03-23,0,0,4089.0
2021-03-24,0,0,4087.0
2021-03-25,0,0,4316.0
2021-03-26,0,0,3991.0
2021-03-27,1,0,2008.0
2021-03-28,1,0,1933.0
2021-03-29,0,0,3914.0
2021-03-30,0,0,4184.0
2021-03-31,0,0,4288.0
2021-04-01,0,0,4271.0
2021-04-02,0,0,3682.0
2021-04-03,1,0,1984.0
2021-04-04,1,0,2049.0
2021-04-05,0,0,4106.0
2021-04-06,0,0,4444.0
2021-04-07,0,0,3712.0
2021-04-08,0,0,4023.0
2021-04-09,0,0,4288.0
2021-04-10,1,0,2178.0
2021-04-11,1,0,2025.0
2021-04-12,0,1,4531.0
2021-04-13,0,1,4387.0
2021-04-14,0,0,3937.0
2021-04-15,0,0,3887.0
2021-04-16,0,0,4230.0
2021-04-17,1,0,2170.0
2021-04-18,1,0,2030.0
2021-04-19,0,0,4610.0
2021-04-20,0,0,4313.0
2021-04-21,0,0,4027.0
2021-04-22,0,0,4137.0
2021-04-23,0,0,3757.0
2021-04-24,1,0,2007.0
2021-04-25,1,0,2179.0
2021-04-26,0,0,4438.0
2021-04-27,0,0,4080.0
2021-04-28,0,0,4369.0
2021-04-29,0,0,4406.0
2021-04-30,0,0,3797.0
2021-05-01,1,0,2135.0
2021-05-02,1,0,1907.0
2021-05-03,0,0,4706.0
2021-05-04,0,0,3995.0
2021-05-05,1,0,2081.0
2021-05-06,0,0,4418.0
2021-05-07,0,0,4073.0
2021-05-08,1,0,2077.0
2021-05-09,1,0,2066.0
2021-05-10,0,1,4959.0
2021-05-11,0,1,5273.0
2021-05-12,0,0,4202.0
2021-05-13,0,0,4013.0
2021-05-14,0,0,4162.0
2021-05-15,1,0,2170.0
2021-05-16,1,0,1994.0
2021-05-17,0,0,4144.0
2021-05-18,0,0,4017.0
2021-05-19,1,0,1932.0
2021-05-20,0,0,4090.0
2021-05-21,0,0,4014.0
2021-05-22,1,0,2158.0
2021-05-23,1,0,2109.0
2021-05-24,0,0,4585.0
2021-05-25,0,0,4221.0
2021-05-26,0,0,4237.0
2021-05-27,0,0,3970.0
2021-05-28,0,0,4200.0
2021-05-29,1,0,1969.0
2021-05-30,1,0,1955.0
2021-05-31,0,0,4677.0
2021-06-01,0,0,4155.0
2021-06-02,0,0,3854.0
2021-06-03,0,0,3665.0
2021-06-04,0,0,3710.0
2021-06-05,1,0,2155.0
2021-06-06,1,0,2229.0
2021-06-07,0,0,4262.0
2021-06-08,0,0,4466.0
2021-06-09,0,0,4108.0
2021-06-10,0,1,4861.0
2021-06-11,0,1,4653.0
2021-06-12,1,0,1999.0
2021-06-13,1,0,2154.0
2021-06-14,0,0,4538.0
2021-06-15,0,0,4332.0
2021-06-16,0,0,3923.0
2021-06-17,0,0,4127.0
2021-06-18,0,0,4219.0
2021-06-19,1,0,2072.0
2021-06-20,1,0,1974.0
2021-06-21,0,0,4382.0
2021-06-22,0,0,3967.0
2021-06-23,0,0,4156.0
2021-06-24,0,0,4210.0
2021-06-25,0,0,4118.0
2021-06-26,1,0,2214.0
2021-06-27,1,0,2222.0
2021-06-28,0,0,4191.0
2021-06-29,0,0,4056.0
2021-06-30,0,0,3949.0
2021-07-01,0,0,4474.0
2021-07-02,0,0,3971.0
2021-07-03,1,0,2224.0
2021-07-04,1,0,2040.0
2021-07-05,0,0,4314.0
2021-07-06,0,0,4322.0
2021-07-07,0,0,4288.0
2021-07-08,0,0,4346.0
2021-07-09,0,0,4360.0
2021-07-10,1,0,2192.0
2021-07-11,1,0,2119.0
2021-07-12,0,1,5007.0
2021-07-13,0,1,4761.0
2021-07-14,0,0,4165.0
2021-07-15,0,0,4466.0
2021-07-16,0,0,4634.0
2021-07-17,1,0,2211.0
2021-07-18,1,0,2113.0
2021-07-19,0,0,4636.0
2021-07-20,0,0,4554.0
2021-07-21,0,0,4570.0
2021-07-22,0,0,4359.0
2021-07-23,0,0,4564.0
2021-07-24,1,0,2296.0
2021-07-25,1,0,2146.0
2021-07-26,0,0,4818.0
2021-07-27,0,0,4626.0
2021-07-28,0,0,3954.0
2021-07-29,0,0,3993.0
2021-07-30,0,0,4099.0
2021-07-31,1,0,2039.0
2021-08-01,1,0,1998.0
2021-08-02,0,0,4270.0
2021-08-03,0,0,4461.0
2021-08-04,0,0,4163.0
2021-08-05,0,0,4231.0
2021-08-06,0,0,4156.0
2021-08-07,1,0,2082.0
2021-08-08,1,0,2018.0
2021-08-09,0,0,4583.0
2021-08-10,0,1,4830.0
2021-08-11,0,1,5030.0
2021-08-12,0,0,4414.0
2021-08-13,0,0,4303.0
2021-08-14,1,0,2271.0
2021-08-15,1,0,2049.0
2021-08-16,1,0,2150.0
2021-08-17,0,0,4505.0
2021-08-18,0,0,4440.0
2021-08-19,0,0,4100.0
2021-08-20,0,0,4150.0
2021-08-21,1,0,2096.0
2021-08-22,1,0,2293.0
2021-08-23,0,0,4266.0
2021-08-24,0,0,4074.0
2021-08-25,0,0,4331.0
2021-08-26,0,0,4155.0
2021-08-27,0,0,4056.0
2021-08-28,1,0,2058.0
2021-08-29,1,0,2283.0
2021-08-30,0,0,4770.0
2021-08-31,0,0,4420.0
2021-09-01,0,0,4716.0
2021-09-02,0,0,4056.0
2021-09-03,0,0,4136.0
2021-09-04,1,0,2219.0
2021-09-05,1,0,2044.0
2021-09-06,0,0,5839.0
2021-09-07,0,0,6571.0
2021-09-08,0,0,6258.0
2021-09-09,0,0,5613.0
2021-09-10,0,1,6508.0
2021-09-11,1,0,2122.0
2021-09-12,1,0,2294.0
2021-09-13,0,1,6183.0
2021-09-14,0,0,5295.0
2021-09-15,0,0,4293.0
2021-09-16,0,0,4384.0
2021-09-17,0,0,4282.0
2021-09-18,1,0,2184.0
2021-09-19,1,0,2139.0
2021-09-20,1,0,2221.0
2021-09-21,1,0,2091.0
2021-09-22,1,0,2033.0
2021-09-23,0,0,13740.0
2021-09-24,0,0,4476.0
2021-09-25,1,0,2175.0
2021-09-26,1,0,2041.0
2021-09-27,0,0,4926.0
2021-09-28,0,0,4608.0
2021-09-29,0,0,4411.0
2021-09-30,0,0,4648.0
2021-10-01,0,0,4670.0
2021-10-02,1,0,2185.0
2021-10-03,1,0,2184.0
2021-10-04,1,0,2202.0
2021-10-05,0,0,5073.0
2021-10-06,0,0,4497.0
2021-10-07,0,0,4419.0
2021-10-08,0,0,4133.0
2021-10-09,1,0,2322.0
2021-10-10,1,0,2063.0
2021-10-11,1,1,2784.0
2021-10-12,0,2,5548.0
2021-10-13,0,1,4945.0
2021-10-14,0,0,4333.0
2021-10-15,0,0,4386.0
2021-10-16,1,0,2360.0
2021-10-17,1,0,2147.0
2021-10-18,0,0,4609.0
2021-10-19,0,0,4466.0
2021-10-20,0,0,4542.0
2021-10-21,0,0,3970.0
2021-10-22,0,0,4337.0
2021-10-23,1,0,2246.0
2021-10-24,1,0,2129.0
2021-10-25,0,0,4524.0
2021-10-26,0,0,4446.0
2021-10-27,0,0,4135.0
2021-10-28,0,0,4308.0
2021-10-29,0,0,4068.0
2021-10-30,1,0,2081.0
2021-10-31,1,0,2109.0
2021-11-01,0,0,4797.0
2021-11-02,0,0,4485.0
2021-11-03,0,0,3949.0
2021-11-04,0,0,2925.0
2021-11-05,0,0,3962.0
2021-11-06,1,0,2260.0
2021-11-07,1,0,2285.0
2021-11-08,0,0,4476.0
2021-11-09,0,0,4301.0
2021-11-10,0,1,4651.0
2021-11-11,0,1,4746.0
2021-11-12,0,0,3989.0
2021-11-13,1,0,2307.0
2021-11-14,1,0,2233.0
2021-11-15,0,0,4569.0
2021-11-16,0,0,4042.0
2021-11-17,0,0,4173.0
2021-11-18,0,0,4315.0
2021-11-19,0,0,4410.0
2021-11-20,1,0,2136.0
2021-11-21,1,0,2089.0
2021-11-22,0,0,4187.0
2021-11-23,0,0,3894.0
2021-11-24,0,0,4018.0
2021-11-25,0,0,4328.0
2021-11-26,0,0,3995.0
2021-11-27,1,0,2207.0
2021-11-28,1,0,2170.0
2021-11-29,0,0,4271.0
2021-11-30,0,0,10615.0
2021-12-01,0,0,3999.0
2021-12-02,0,0,4389.0
2021-12-03,0,0,4379.0
2021-12-04,1,0,2348.0
2021-12-05,1,0,2090.0
2021-12-06,0,0,
2021-12-07,0,0,4467.0
2021-12-08,0,0,4006.0
2021-12-09,0,0,3939.0
2021-12-10,0,1,4909.0
2021-12-11,1,0,2136.0
2021-12-12,1,0,2138.0
2021-12-13,0,1,5412.0
2021-12-14,0,0,4005.0
2021-12-15,0,0,4318.0
2021-12-16,0,0,3960.0
2021-12-17,0,0,4266.0
2021-12-18,1,0,2419.0
2021-12-19,1,0,2106.0
2021-12-20,0,0,4536.0
2021-12-21,0,0,4463.0
2021-12-22,0,0,4296.0
2021-12-23,0,0,4241.0
2021-12-24,0,0,3998.0
2021-12-25,1,0,2336.0
2021-12-26,1,0,2358.0
2021-12-27,0,0,4537.0
2021-12-28,0,0,4337.0
2021-12-29,0,0,4562.0
2021-12-30,0,0,4029.0
2021-12-31,0,0,4002.0
2022-01-01,1,0,2349.0
2022-01-02,1,0,2366.0
2022-01-03,0,0,4529.0
2022-01-04,0,0,4427.0
2022-01-05,0,0,4448.0
2022-01-06,0,0,4428.0
2022-01-07,0,0,4582.0
2022-01-08,1,0,2227.0
2022-01-09,1,0,2225.0
2022-01-10,0,1,5217.0
2022-01-11,0,1,4968.0
2022-01-12,0,0,4264.0
2022-01-13,0,0,4043.0
2022-01-14,0,0,4469.0
2022-01-15,1,0,2322.0
2022-01-16,1,0,2353.0
2022-01-17,0,0,4591.0
2022-01-18,0,0,4786.0
2022-01-19,0,0,4533.0
2022-01-20,0,0,4221.0
2022-01-21,0,0,4471.0
2022-01-22,1,0,2379.0
2022-01-23,1,0,2197.0
2022-01-24,0,0,4815.0
2022-01-25,0,0,4390.0
2022-01-26,0,0,4704.0
2022-01-27,0,0,4522.0
2022-01-28,0,0,4587.0
2022-01-29,1,0,2239.0
2022-01-30,1,0,2123.0
2022-01-31,1,0,2253.0
2022-02-01,1,0,2213.0
2022-02-02,1,0,2365.0
2022-02-03,0,0,4788.0
2022-02-04,0,0,4703.0
2022-02-05,1,0,2367.0
2022-02-06,1,0,2148.0
2022-02-07,0,0,4771.0
2022-02-08,0,0,4724.0
2022-02-09,0,0,4436.0
2022-02-10,0,1,4898.0
2022-02-11,0,1,4688.0
2022-02-12,1,0,2188.0
2022-02-13,1,0,2267.0
2022-02-14,0,0,4561.0
2022-02-15,0,0,4631.0
2022-02-16,0,0,4491.0
2022-02-17,0,0,4150.0
2022-02-18,0,0,4457.0
2022-02-19,1,0,2315.0
2022-02-20,1,0,2316.0
2022-02-21,0,0,4870.0
2022-02-22,0,0,4807.0
2022-02-23,0,0,4751.0
2022-02-24,0,0,4691.0
2022-02-25,0,0,4488.0
2022-02-26,1,0,2204.0
2022-02-27,1,0,2276.0
2022-02-28,0,0,4632.0
2022-03-01,1,0,2301.0
2022-03-02,0,0,4437.0
2022-03-03,0,0,4184.0
2022-03-04,0,0,4287.0
2022-03-05,1,0,2206.0
2022-03-06,1,0,2213.0
2022-03-07,0,0,4388.0
2022-03-08,0,0,4472.0
2022-03-09,1,0,2397.0
2022-03-10,0,1,4972.0
2022-03-11,0,1,4737.0
2022-03-12,1,0,2304.0
2022-03-13,1,0,2381.0
2022-03-14,0,0,4319.0
2022-03-15,0,0,4334.0
2022-03-16,0,0,4221.0
2022-03-17,0,0,4373.0
2022-03-18,0,0,4405.0
2022-03-19,1,0,2431.0
2022-03-20,1,0,2345.0
2022-03-21,0,0,4341.0
2022-03-22,0,0,4205.0
2022-03-23,0,0,4119.0
2022-03-24,0,0,4286.0
2022-03-25,0,0,4390.0
2022-03-26,1,0,2324.0
2022-03-27,1,0,2213.0
2022-03-28,0,0,4390.0
2022-03-29,0,0,4095.0
2022-03-30,0,0,4428.0
2022-03-31,0,0,4481.0
